,title,sentiment
2776,"adpnews nov 9 , 2009 four company have agreed to buy for a combined sek 5.9 billion usd 854m eur 571.8 m all drug store offered for sale a part of the restructuring of swedish stated owned pharmacy monopoly apoteket ab , t",2
840,"alexandria , va. , oct. 23 han otto scheck of espoo , finland , ha developed a method of identifying remote radio unit in a communication system .",1
2836,operating profit excluding restructuring cost grew to eur 44.5 million from eur 31.7 million while operating profit including restructuring cost showed even larger growth to eur 38.5 million from eur 7.4 million .,2
554,"to showcase our end to end capability at the mobile world congress , we arranged an internal meego application development competition to entice developer to create new application .",1
1075,"body e vostok also owns stake in power sale company mosenergosbytbody rts mssb 50.9 % , altaienergosbyt 100 % , saratovenergo rts sare body 48.36 % and tambov power sale company rts tasb 49.01 % , all ofbodywhich it received from the distribution balance .",1
2262,finnish elevator and escalator maker kone corporation said on tuesday 18 march that it ha received a major order from sir robert mcalpine to supply all elevator and escalator for the watermark place project in the city of london .,2
1814,"a total of 131000 talvivaara mining company plc s new share were subscribed for during the period between may 1 , 2010 and june 30 , 2010 under the company s stock option right 2007a .",1
1606,"according to vauramo , the plant s lifting equipment is suitable for asian and for some chinese truck .",1
2314,export grew 16.5 percent to 19.1 million liter .,2
2628,"operating profit totalled eur 21.1 mn , up from eur 18.6 mn in 2007 , representing 9.7 % of net sale .",2
958,"the biggest seller in the chain s supermarket in finland are organic pirkka tomato , carrot , egg , and meat product .",1
1844,the solid fuel is heated before sludge is mixed therein .,1
430,gypsii service support ten different language including korean and russian .,1
211,"adpnews sep 28 , 2009 finnish silicon wafer maker okmetic oyj hel okm1v said it will reduce the number of it clerical worker by 22 worldwide a a result of personnel negotiation completed today .",0
1879,"a spokesman said the food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlet , and this will be firmed up following consultation with the council and local community regarding appropriate us and occupier .",1
1618,he joined rautakirja in 1997 to lead one of it four business area and took up the position of president and ceo in 2001 .,1
2869,"basware corporation stock exchange release august 31 , 2010 at 16 25 basware signed a large deal with an international industrial group basware will deliver invoice automation solution and connectivity service to an international industrial group .",2
1539,"established in 1989 , capman manages nordic buyout , mezzanine , technology , life science and real estate fund with approximately euro 3 billion $ 4 billion in total capital .",1
1350,veracel is preparing an appeal in the issue and ha asked the court for clarification of the judgement .,1
605,this is the company s first contract abroad .,1
1718,"the company s u subsidiary vaisala inc. acquires aviation system maintenance , inc asmi , a kansa , u.s. based airport service company with over 2.6 million usd net sale in 2008 .",1
1584,"ahms will also offer hotel and hotel project consultancy , management service , brand franchise , training and sale and marketing service on a pan india basis .",1
2829,diluted loss per share stood at eur 0.15 versus eur 0.26 .,2
124,scanfil issued a profit warning on 10 april 2006 .,0
2482,"previously , eb delivered a custom solution for lg electronics and now is making it commercially available for other mobile terminal vendor a well a to wireless operator .",2
598,"product include consumer electronics device such a mobile phone and their accessory , set top box , flat panel tv a well a system solution product such a infrastructure system , module and other industrial segment product .",1
178,"temporary lay offs , affecting the entire workforce , will also be implemented .",0
318,the lay offs will affect 240 people out of the total 320 okmetic employee in finland .,0
256,"the currency effect had a 3.0 pct , or 20 mln euro $ 31.3 mln , negative impact on the revenue .",0
2802,1 block lamp harri koskinen s light wa introduced in 1996 and ha been a bestseller ever since .,2
1349,no planned closing date wa provided .,1
564,"metsaliitto will sell 1.1 million b share of neomarkka , accounting for about 18.3 pct of neomarkka s equity and about 12.7 pct of the voting right .",1
1924,"motorola accounted for 11.5 percent of the south korean handset market a of the end of april , samsung held 55 percent and lg electronics 19 percent , according to korea based atlas research group .",1
767,production at the plant will be based on neste oil s proprietary technology that can use a flexible input of any vegetable oil or animal fat .,1
2399,the company will enhance the gprs capability in the existing 12 idea telecom service area and add 10 more service area to it network .,2
2344,"the dutch broker noted that nokian tyre reported a good first quarter in 2006 , above or in line with consensus .",2
32,"also the city s insurance company , if p c insurance , ha said it will not pay compensation .",0
807,pharmaceutical market in belgium global research data service published recently a market analysis about the pharmaceutical market in belgium .,1
67,finnish metal product company componenta oyj net profit went slightly down to 25.1 mln euro $ 40.2 mln for the first half of 2008 from 25.4 mln euro $ 40.7 mln for the same period of 2007 .,0
2234,the company report a loss for the period of eur 0.4 mn compared to a loss of eur 1.9 mn in the corresponding period in 2005 .,2
727,this corrensponds to 4.628 percent of okmetic s share capital and voting right .,1
1880,"the value of the deal exceeds eur500 ,000 , the company said .",1
829,"alexandria , va. , march 28 pertti salmi and hanna vuolteenaho , both of oulu , finland , and sami viitasaari of ii , finland , have developed an ornamental design for a handset , the u.s. patent trademark office announced .",1
1392,"founded in 2000 , bioview automates laboratory test , especially diagnostic test for cancer .",1
2623,"at the end of the review period , nordic aluminium s order book stood at eur 8.77 mn compared to eur 7.04 in 2005 .",2
2697,8 may 2009 finnish liquid handling product and diagnostic test system maker biohit oyj hel biobv said today 8 may 2009 it net loss narrowed to eur0 .1 m usd0 .14 m for the first quarter of 2009 from eur0 .4 m for the same period of 2008 .,2
1609,elcoteq expects it net sale for the last quarter of 2010 to be on the level of the third quarter .,1
602,"in the fourth quarter of 2006 , oko bank expects the operating environment for banking and investment service to remain similar to that in january september 2006 .",1
1048,"nokia oyj s production site at bochum , germany , posted profit before interest of 134 mln eur for 2007 , capital reported in an excerpt of an article to be released tomorrow , citing internal document .",1
2389,"finnish talentum report it operating profit increased to eur 20.5 mn in 2005 from eur 9.3 mn in 2004 , and net sale totaled eur 103.3 mn , up from eur 96.4 mn .",2
2035,"the reason behind the estimate include the rise in 2008 rent level and several fully leased office and retail property , which were completed and added to the company s investment property portfolio .",1
450,the ground barleycorn ha been fully produced in finland and will be available in store a of the beginning of 2010 .,1
2298,shareholder of rakvere lihakombinaat decided in favor of the buyout of minority share in mid july .,2
457,"lcs s service cover the whole life cycle of software and information system , from process modelling and tailored software development , to hosting service , solution management , maintenance and support .",1
1226,"elcoteq dongguan wa established in 1999 in the nancheng district of dongguan , china and is one of elcoteq s four volume manufacturing plant in the asia pacific region .",1
1491,stockmann wa established in 1862 in finland and it became the first foreign company to enter russia s retail trade market in 1989 .,1
1736,nordstjernan ha used it option to buy another 22.4 % stake of salcomp s share and vote .,1
798,the agreement is valid for four year .,1
2140,"a a domestic business , best in is already close to finnish dog owner .",2
695,"finnish printed circuit board pcbs maker aspocomp group oyj said on december 4 , 2006 it named henry gilchrist senior vice president of the group s asian operation , a of january 8 , 2007 .",1
1295,"it s an area that is highly valued , because most of the land there ha already been built on .",1
30,"helsinki thomson financial share in cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in april june profit , which overshadowed the large number of new order received during the three month .",0
610,"tampere science park is a finnish company that owns , lease and build office property and it specialises in facility for technology oriented business .",1
969,"a a result of the transaction , sanoma budapest ha acquired a stake in the online store egeszsegbolt .",1
1784,"after the restructuring , upm s average paper machine capacity in europe will be 320,000 ton 350,000 short ton in coated magazine paper and 420,000 ton 460,000 short ton in coated fine paper .",1
2283,finlan s listed food industry company hkscan group controlled company in the baltic improved revenue by eur 3.5 mn to eur 160.4 mn in 2010 from eur 156.9 mn in the year before .,2
1987,"only this time , nokia , india s largest mnc , ha sought out a topic that could spark off a million approach creativity in emerging market .",1
239,"adp news may 29 , 2009 bank of america bofa downgraded today it rating on swedish finnish paper maker stora enso oyj hel sterv and on finnish sector player upm kymmene oyj hel upm1v to underperf",0
2189,"ruukki ha signed a contract to deliver and install the steel structure for a bridge over the kyronsalmi strait in savonlinna , finland .",2
2789,teliasonera tlsn said the offer is in line with it strategy to increase it ownership in core business holding and would strengthen eesti telekom s offering to it customer .,2
296,"due to the rapid decrease in net sale , personnel reduction have been carried out on a wider scale than initially expected .",0
2873,"in the third quarter , net sale increased by 12 % year on year to eur159 .5 m , or by 6 % at comparable currency rate growth .",2
1436,"eb tough voip wa designed to fulfill the communication need of military unit , and we continue to strive towards achieving that goal , mikko viitaniemi , eb elektrobit defense product , wireless solution senior manager , said in a statement .",1
1737,"about 36 % of this came from aspo chemical , 39 % from aspo shipping and 25 % from aspo system .",1
498,"with five different game mode , co op tournament , 4 player split screen and multiplayer mode , player can have a much fun a they would if they were actually fishing .",1
1488,also the traditional grapevine carry a lot of weight .,1
926,"alexandria , va. , dec. 22 united state patent no . 7,854,608 , issued on dec. 21 , wa assigned to outotec oyj espoo , finland .",1
2002,we offer our customer solution based on renewable raw material .,1
73,ruukki group calculates that it ha lost eur 4mn in the failed project .,0
1580,"alma medium hold 70 % of this company , the remaining share being owned by the company s key employee .",1
420,"swedish , finnish and danish listed company are organized in three market cap segment , nordic large cap , mid cap and small cap .",1
1432,"our in depth expertise extends to the field of energy , industry , urban mobility and water environment .",1
63,"operating profit totalled eur 9.6 mn , down from eur 42.0 mn the year before .",0
1090,"german commerzbank ag s hamburg branch and u jp morgan nyse jpm participated a arranger , and dutch ing am inga a co arranger .",1
1418,"the group brand portfolio includes the leading brand in the industry , rapala , and other global brand like vmc , storm , blue fox , luhr jensen , williamson , marttiini and sufix .",1
856,"also , a six year historic analysis is provided for this market .",1
45,"operating profit margin wa 8.3 % , compared to 11.8 % a year earlier .",0
1221,the new activity will incur an investment of about 5 meur .,1
1361,operating profit for the quarter april june 2006 amounted to eur182 .2 m on sale of eur3 .62 bn .,1
2387,these company will be able to keep their market position .,2
410,the group s net sale in 2007 were eur683 .6 m .,1
1720,the value of the order is about eur 30mn .,1
80,"all the ferry had run into trouble just outside the stockholm archipelago , made up of more than 20,000 island .",0
1014,why not give your bedroom a cool makeover for summer .,1
1780,the flex is a small price to pay for happy lender .,1
1558,"according to soosalu , particular attention wa paid to resident privacy and security in the design of the aleksandri street building .",1
1018,the tool is a patent pending design that allows consumer to lay out their entire project on a removable plate using multiple clear stamp of any kind .,1
1509,"the process product order are for the installation of separation filtration equipment at three natural gas pipeline project in china , south america , and saudi arabia .",1
2580,"renzo piano s building design will be a wonderful addition to london s skyline , say noud veeger , evp and area director for central and north europe at kone .",2
1207,under the agreement ponsse will provide forest machine maintenance service to stora enso s russian wood procurement operation .,1
1417,"it operates under three distinct brand united supermarket , market street and united supermercado .",1
1766,"it expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimate of $ 8.67 billion .",1
298,the fair value of the company s investment property went down to eur2 .769 bn at the end of september 2009 from eur2 .878 bn a year earlier .,0
662,"the company s objective is to offer the best people flow experience by developing and delivering solution that enable people to move smoothly , safely , comfortably and without waiting in building in an increasingly urbanizing environment .",1
1505,finnish forestry company upm kymmene and waste management company lassila tikanoja said on jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,1
102,"profit for the period wa eur 10.9 mn , down from eur 14.3 mn in 2009 .",0
1641,"apartment of yit home may be purchased in 5 region of russia , where yit subsidiary carry out their activity moscow and moscow region , st. petersburg , ekaterinburg , kazan and rostov on don .",1
940,upm kymmene said it ha not indicated any interest in any domestic consolidation .,1
1435,aviation system maintenance is based in kansa and generated net sale of usd 2.6 million for 2008 .,1
196,"sale at the tiimari business went down by 8 % to eur 11.8 million , while gallerix store saw 29 % growth to eur 2 million .",0
612,finnish beverage company olvi is one of the last listed company in finland that ha not yet published it financial result for the second quarter of 2009 .,1
2770,stonesoft see great promise in the future of ipv6 .,2
2238,the announced investment of the carmaker hyundai for example sound optimistically for u a of course new car mean new tire .,2
2461,uponor improved it performance in spite of the decrease in residential construction in the u .,2
1366,"the total floor area of the plant expansion is 29,000 square metre .",1
927,"previously , the plant wa expected to be completed by the end of 2008 .",1
1010,"the executive said that country such a brazil , chile , argentina and mexico will lead the adoption in the business ethernet service segment , while brazil and mexico will be the early adopter of carrier ethernet for mobile backhaul .",1
44,"the company s profit before tax fell to eur 21.1 mn in the third quarter of 2008 , compared to eur 35.8 mn in the corresponding period in 2007 .",0
2422,operating profit rose to eur 5mn from eur 2.8 mn in the fourth quarter of 2008 .,2
324,operating profit fell to eur 6.2 mn from eur 8.5 mn in the third quarter of 2007 .,0
2579,"we have analyzed kaupthing bank sweden and found a business which fit well into alandsbanken , said alandsbanken s chief executive peter wiklof in a statement .",2
1517,halonen s office acknowledged receiving the letter but declined comment .,1
322,talentum s net sale in september were smaller than expected .,0
2296,orion pharma s operating profit increased by 42.5 % from 2004 .,2
1412,"the transaction cover a building lot of 46,763 sq m and factory building of 19,631 sq m. since the autumn of 2007 , when scanfil discontinued it production operation in oulu , the facility have been partly leased to other party .",1
741,the shipyard hope the regional government in andalusia can offer it some form of financial support .,1
2600,"manavigator september 7 , 2010 kemira unveils indian jv with ivrcl finnish chemical group kemira hel kra1v on tuesday announced it ha inked a deal to form a joint venture in india with local construction firm ivrcl infrastructure and project ltd bom 530773 .",2
2456,"kemira coating is the leading supplier of paint in northern and eastern europe , providing consumer and professional with branded product in approx .",2
2888,"adp news sep 30 , 2008 finnish security and privacy software solution developer stonesoft oyj said today that it won a usd 1.9 million eur 1.3 m order to deliver it stonegate network security product to an unnamed russian te",2
93,kone said in court paper that the union action delayed repair to elevator at the federal courthouse on jan. 21 and the saltonstall state office building on jan. 23 .,0
439,"the pine oil project is related to the upgrade of the chemical recovery plant of upm at it pulp mill in kymi , southern finland .",1
175,the finnish daily kauppalehti surmise that finnish supplier rautaruukki ha raised it price above aker s comfort zone .,0
309,"nordic bank have already had to write off sizable loan in latvia , with swedbank , nordea , dnb nor and seb reporting combined loss in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in latvia .",0
2369,"last year , finnair recorded a 32.6 percent growth on the asian sector , carrying more than 1.10 million passenger between the two continent .",2
2578,the finnish group anticipates a sale gain of eur42m after tax and expense .,2
1071,their offering also cover localisation service related to production transfer to the finnish company s customer that already have production in asian market or have made the decision to transfer production there .,1
1711,this allows device such a mobile phone to become a few millimetre thinner .,1
676,"the first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premise and the gatehouse building in november 2008 .",1
2757,"russia s top container shipping group , fesco , and finnish logistics company nurminen logistics have started a pilot project offering client direct intermodal transportation service from finland to asia pacific country , fesco said in a statement .",2
869,"retail chain suomen l aehikauppa wa given the index 5.8 , airline sa 5.8 , teliasonera s broadband 6.1 , german retail chain lidl 6.1 , tele finland s mobile subscription 6.1 , tallink shipping line 6.3 , and power company helsinki energy 6.3 .",1
436,"the group posted net sale of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",1
2107,"helsinki afx kci konecranes said it ha raised it stake in mmh holding inc , the owner of u based morris material handling , to 90.9 pct from 74.5 pct .",2
2672,"with the acquisition , the company will expand it offering to north , central and south america , it said .",2
2666,this will bring cost saving of about eur 3mn a year .,2
1237,finnish property investment company citycon plan to issue directed subordinated convertible bond to institutional investor .,1
527,the name of the newspaper publishing and printing division sanoma will be changed to sanoma news .,1
705,"the company intends to launch housing development at the acquired land plot and to construct 50,000 60 ,000 square metre of housing per annum by 2011 .",1
650,"one can even receive on the spot alert a soon a job are posted , putting you at the front of the queue for opportunity .",1
1229,"following the impact , the altima hit a utility pole , causing a live electric line to fall onto the roadway .",1
693,kershaw take up the position with immediate effect from her previous role a marketing manager of sankey home garden product .,1
1422,"telecom ha a foreign investment limit of 74 % , but it appears that mobile va doe not , which mean that tecnomen can pick up a much a 96.6 % .",1
1000,the proposal by the board of director on the issuance of option right will otherwise correspond to the proposal by the board of director in the notice to the general meeting .,1
1269,the plant is expected to start production in the first half of 2007 .,1
2760,"both operating profit and net sale for the three month period increased , respectively from eur15 .1 m and eur131 .5 m , a compared to the corresponding period in 2005 .",2
1742,the bridge will be built to the south of the existing bridge spanning the strait .,1
533,rapala is excited to be partnering with rbff and other industry leader on this holiday promotion .,1
2793,"the upgrade is intended to raise the network capacity from 450 mhz to 630 mhz in several city , enabling bi directional service for digital television a well a broadband data .",2
2154,the court found telecominvest s argument convincing .,2
2682,"outokumpu of finland , stainless steel manufacturer , plan to enter into a supply agreement with the indian railway .",2
1100,the contract includes an option to deliver an additional 75 ascs in the next phase of the project .,1
2462,after the renovation the biggest moulding line in the orhangazi foundry is the most modern line in europe .,2
2721,this bold spinning 360 red fabric design is set beautifully on ercols napoli sofa .,2
2677,"ragutis , which is controlled by the finnish brewery , reported a 5.4 per cent rise in beer sale to 10.44 million litre and held an 11.09 per cent market share .",2
599,okmetic s silicon wafer are part of a further processing chain that produce end product that improve human interaction and quality of life .,1
2148,an individual promotion also generated slightly higher than expected revenue .,2
2353,"sale came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecast of 235 mln eur .",2
479,"jun . 25 , 2008 boy genius report delivered by newstex the nokia nyse nok n78 , huh",1
1642,"based on the 2005 calendar year the combined company had eur15 .8 bn in pro forma annual revenue and is expected to start operation with 60,000 employee .",1
70,"many of the commercial vessel had got stuck in the narrow bay of bothnia , where the ice is thicker , and around the aaland island .",0
2503,"consolidated net sale increased 16 % to reach eur74 .8 m , while operating profit amounted to eur0 .9 m compared to a loss of eur0 .7 m in the prior year period .",2
1465,"finnish real estate investor sponda plc said on wednesday 12 march that it ha signed agreement with danske bank a s , helsinki branch for a 7 year eur150m credit facility and with ilmarinen mutual pension insurance company for a 7 year eur50m credit facility .",1
857,"additionally , the company will use the solution to automate the preparation of financial statement according to ifrs standard .",1
56,"finnish suominen flexible packaging is cutting 48 job in it unit in tampere and two in nastola , in finland .",0
831,the statutory negotiation at headquarters are part of this decrease .,1
1322,"the company had earlier said that it wa considering different strategic option for the struggling low cost mobile operator , including a divestment of it holding .",1
402,cymed s net sale are expected to amount to eur 3.5 mn in 2006 .,1
742,"ahlstrom corporation anne pirila director , financial communication distribution helsinki stock exchange main medium ahlstrom in brief ahlstrom is a leader in the development , manufacture and marketing of high performance fiber based material .",1
1088,"through the new production line at the novator mill in veliky ustjug , vologda oblast , sveza will change it current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",1
2756,"with the extension of the new contract for a further eight engine , the plant will now produce over 100 mw , it said .",2
572,the service developed by digia facilitates the work and resourcing of health care personnel during vaccination campaign while providing them with monitoring and management tool .,1
1084,"the order includes a new crecent former , headbox , and reel .",1
1340,the agreement must be approved by the russian competition authority before it enters into force .,1
2670,"southfield , mich. central corporate credit union will again distribute patronage dividend to member by waiving all service fee incurred during the month of july and november 2008 , to the tune of an estimated $ 1 million .",2
1746,"it hold 38 percent of outokumpu s share and voting right , but in 2001 lawmaker gave it permission to reduce the stake to 10 percent .",1
2329,president and ceo mika vehvil aeinen say the positive sign are first and foremost emerging outside finland .,2
838,"a a result , it ha started negotiation with the bank on provisional amendment concerning the covenant and other credit term .",1
1779,"at the request of finnish medium company alma medium s newspaper , research manager jari kaivo oja at the finland future research centre at the turku school of economics ha drawn up a future scenario for finland s national economy by using a model developed by the university of denver .",1
929,other potential client include public administration organization investing in utility network and service .,1
1786,"the offer price is $ 35 million , including cash of $ 10 million a net debt assumption of face , and $ 20 million worth of cencorp share to be issued to savcor .",1
2617,the solution will be used for upgrading the network of a russian mso in 37 different city in russia .,2
2708,"efore s presence here also open up new and interesting development opportunity for our student , the dean of the faculty of electronics , communication and automation at tkk said .",2
2392,yit say the acquisition is a part of it strategy for expansion in central and eastern european market .,2
1933,"alexandria , va. , oct. 15 aaron moss of hampshire , great britain , ha developed an ornamental design for a handset , the u.s. patent trademark office announced .",1
1601,"the 5,000 megawatt wind farm being planned in raahe would be built offshore in front of ruukki s raahe work .",1
1980,"upm is talking to myllykoski s creditor bank nordea sto nda , nordic investment bank and danske bank s cph danske sampo bank over a deal , the paper said .",1
670,"alexandria , va. , july 11 hannu kahonen of juuka , finland , ha developed an ornamental design for a handle for fire pit door , the u.s. patent trademark office announced .",1
567,"via the plant , the belgian company will feed 8.4 mw of electricity into the distribution grid and will be able to deliver up to 14 mw of heat .",1
2664,"selects third party logistics leader transplace for best in class technology , procurement capability leading specialty packaging manufacturer employ complete 3pl solution for supply chain visibility and transportation efficiency to increase service level and on time delivery",2
1210,"at the moment , there are approximately 20 vianor sale office in russia .",1
233,revenue in the quarter fell 8 percent to euro 2.4 billion compared to a year earlier .,0
1242,"in addition , the kazakh delegation will visit finland s sitra investment fund , honkarakenne ltd and nokia headquarters to study teliasonera ltd jsc s activity .",1
1025,"the group s profit before tax wa eur 0,2 7,8 million .",1
485,"please inform ir johanna koskinen of your participation no later than 20 april at 10 a.m. a telephone conference for financial analyst and investor , conducted in english , will begin at 3 00 p.m. finnish time eet .",1
2439,airbus ha 100 firm order for the a350 and 89 nonbinding commitment .,2
218,"in the baltic country , development of operation and reorganisation continued , and non recurring item related to the takeover process lowered earnings .",0
528,n viro operates processing facility independently a well a in partnership with municipality .,1
