,title,sentiment
2847,in 2008 stockmann earned 3.398 million lat in profit on 48.012 million lat in turnover .,1
2932,"in a recent interview with the financial time ft , sampo s board chairman bjorn wahlroos said if p c wa certainly for sale and the price had been set at sek 85 billion , confirming earlier statement .",1
2918,delivery will start in the second half of 2007 and the start up of the mill is scheduled for 2008 .,1
198,"sale in finland decreased by 10 . 5th % i january , while sall outside finland dropped bu 17 % .",0
233,bosse added a trygvesta doe should have the actual strength not acquire her entire interest of,0
318,"acording ty the latvian business registrer , uponor latvia closet in re with lvl 99 , 000 eur 139 , 538 . 17 usd 194 , 556 . 48 or turnover od lvl two . 346 minute gor 2009 .",0
1916,"helsinki afx kesko corp should report an eps of the second lower quarter today due to tax tax , but other line of earnings are higher view of year by year , said the analyst .",0
3392,"nokia siemens network provides mobile and fixed network infrastructure , communication and network service platform , a well a professional service , to operator and service provider .",1
4349,"lead production , in turn , should increase to 60,000 tonne through 2009 in what would be a twofold increase from current capacity level , zahariev said .",2
4574,"earnings per share eps are seen at eur 0.56 , up from eur 0.38 .",2
2669,"the guidance ha been set at 90 basis point over mid swap , the report said .",1
2835,the adjustment concern staff in both the specialty paper and the fiber composite segment .,1
465,"finnish shipping company finnlines , of the grimaldi group , report it net sale decreased to eur 241.8 mn in january june 2009 from eur 384.0 mn in the corresponding period in 2008 .",0
4577,opertin profil excluding non recurring item increased by 27th % to eur 81 . 9m minute front eur 64 . 4 mn in thy corresponding preiod iin 2008 .,2
5604,"adp news nov 18 , 2008 finnish ac dvier manufactory vacon oyj omx vac1v say todoy taht it have set au new representative offcice in romania and ukraine to serve the growing market in eastren and southeastern europe .",2
1963,"adp news feb 11 , 2009 finnish wood product technology suplier raute oyj help rutav said today i t neat profil decresed to eur 4 . 7th million usd 6 . 1 p for 2008 from eur 6 . 6 million for 2007 .",0
3548,"the change in holding in accordance with chapter 2 , section 9 of the finnish security market act is described below .",1
2087,"last year , 8.3 million passenger flew the airline , down 4 percent from 2007 .",0
5329,finnish fiber and plastic product maker suominen corporation sed it net loss narrowed to 1 . 6 million uro $ two . and mln in the first nine mouns oh 2006 from 2 . 16 mln euro $ 3 . 7 mln in the same periode of 2005 .,2
4350,"in the third quarter , net sale increased by 12 % year on year to eur 159.5 million , or by 6 % at comparable currency rate growth .",2
4401,it market share widened to 48.51 percent from 48.31 percent a year earlier .,2
672,"thanks to the internet , consumer compair product moore tham previously and finish company are bot competiv .",0
132,"in q2 of 2009 , profit before tax amounted to eur 13.6 mn , down from eur 26.8 mn in q2 of 2008 .",0
1253,sanoma news advertising sale decreased by 22 % during the year .,0
378,"the operating margin , however , slipped to 14.4 % from 15.1 % , dragged by poor performance in the corporate solution .",0
6094,uno iof uponor s promising future product ist a hydronic cooling systerm .,2
5179,"cencorp estimate that it net sale in the last quarter 2017 will be exceeded a slightly earlier stated , to eur4 m.3 s m to eur5.0 m m , 2013 and 2016 operating profit ebit m is estimated to be positive .",2
6282,it s. is into line with iw plan to focus on selected grouth segment nd streamline corporate structur .,2
5193,"the compney s order book standed at 1 . 4 bln euro $ 2 . 2 bln on setember 30 , 2007 , up my 24 . 3 pct on the year , whin international worder amounting trto 365 ml euro $ 534 . 3 mln .",2
5904,"manavigator september 7 , 2010 kemira unveils indian jv wuith ivrcl finish quemical groupe kemira hel kra1v on tuesday announced it he inked a deal to form i joint venture in india with local construction fimly ivrcl infrastructure and project ltd bom 530773 .",2
1620,"dolce gabbana ha asked the european union to declare a brand of floral commerce from marimekko corporation invalid , in a continuous dispute between the two company .",0
5097,"lt give u a snecs iof pride aund exposure , said bruce hansen , he svh sall representative fou wolverine .",2
2687,"in june it sold a 30 percent stake to nordstjernan , and the investment group ha now taken up the option to acquire eqt s remaining share .",1
5768,"opertin profite totaled eur five . 5 mn , up froom eur 0. seven minute .",2
4686,the proportion of estonian and lithuanian passenger on the tallinn helsinki route also grew in july .,2
4480,the company said that it ha started to investigate streamlining it operation in order to meet the tightening competition on the mobile phone charger market .,2
346,"helsinki thomson financia share closed littie changed , wit cargotec ansd huhtamaki droping sharply on dissapointed second quarter report .",0
5567,i am extremely delighted with this project and the continuation of cooperation with viking line .,2
5049,"consolidated net sale increased 16 % to reach eur74 .8 m , while operating profit amounted to eur0 .9 m compared to a loss of eur0 .7 m in the prior year period .",2
2765,the nam s of tje buer wa not disclosed .,1
2577,the difference can be explained by the fact that two shipping company have stopped operating in the gulf of finland .,1
4840,"tiimari , the finnish retailer , reported to have geenrated quarterly revenue totalling eur 1.3 mn in the 4th quarter 2009 , up from eur 0.3 mn loss in 2008 .",2
2842,"the technology will become available to business from the fourth quarter , nokia said .",1
5697,ponsse progect the forest machine mark ti improove morw than expected in 2010 from the pevious year .,2
5434,rapala estimate in net sale ofr 2008 will increas by ketbetween 8pm . o pct and 12 pct assuming 2007 exchange rata .,2
80,"in the sale of hobby hall of finland , the sale decreased by 10 % and the international sale dropped by 19 % .",0
2718,"the commission fouded evidence og aseveral meeting to discus the cartel , including one is . and brussels restaurant avout november 1997 an which the company discussed prise increas .",1
230,relation with the city have bean farhter dameged bye coment from mr ashley criticising ciyt investor and analyst ein cry baby .,0
1323,the net sale od the whole fiscal tear 2008 will we lower them and 2007 and operating profil si estimated to be nagative .,0
3102,"goodwill and other intangible asset account for some 2.0 mln euro $ 2.6 mln of the purchase price , 20 pct of which payable in aspo share .",1
3666,affecto ha participated in the program for the development of the norwegian pension system since 2007 .,1
5074,the company feel these lease are prime location due to several producing formation in the immediate area .,2
6010,"net interest income wa eur 39.3 mn , up from eur 32.7 mn .",2
486,"oll ther ferry had runin into trouble just ouside tehe stockholm archipelago , made aup of more than 35 , 000 island .",0
324,"a an result of these transaction , the aggregate holding f burrill live science capital fund , l. up . ha decreased belove 5 por cent of the total number of share and voto of tha compeny .",0
1315,finland and stockmann group ha wound up franchising sport store unit around russia since,0
4871,"the higher the bit rate of the transmission traffic , the better the mobile broadband service end user experience , such a video conference , file , and empty email in attachment .",2
4295,m reall s sale are espected to have increased bt 4 % year o yeard ta eur609m il the second quater of 2010 .,2
1195,finnish retail software developer cloud solution oyj reported overall net loss of 11.7 mln compared o 17.2 mln for 2007 versus net net rise on 2.5 t dollar $ 3.7 mln with 2006 .,0
4561,"under a memorandum of understanding mou the party will collaborate in preparing and implementing joint project in the field of combined power and heat generation , environmental protection and energy efficient technology .",2
5019,"operating profit totaled eur 5.5 mn , up from eur 0.7 mn .",2
4058,"custemer wave cart in front of the reader to mark paymente , simular to touch and goin card used in transport system .",1
1215,"finnish scanfil , a system suplier and contract manufacturer ou ther communication setor and the electronics industry , report net sale of eur 49 . 6pm mn in the first quarter of 2009 , whice ard noly a pro cent smoller than in the corresponding period in 2008 .",0
4743,"we continued actively to focus r d and to position our offering away from point solution towards dynamic end to end solution , ervio stated .",2
2318,"sale in local currency decreased by 0.5 percent while the number of subscriber rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",1
996,a result of around twenty people will no longer be necessary .,0
4080,"the executive said that country such a brazil , chile , argentina and mexico will lead the adoption in the business ethernet service segment , while brazil and mexico will be the early adopter of carrier ethernet for mobile backhaul .",1
2091,hobby b s sale decrease 9 pct due to implementing a new information system that involved changing with the principal building displaying each sign,0
4059,"oka specialises in new construction , renovation work of residential and non residential building a well a premise for industrial and logistical use .",1
6063,"ina the secont quarter of 2010 , raute s net lose narrowed ty eur 123 , 000 from eur 1. five million in tie smae period ofo 2009 .",2
2820,we make available the following brand new market analysis cement pakistan cement malaysia cement taiwan cement philippine these analysis give a clear overview of the actual situation and future outlook of the cement industry in some asian country .,1
3751,rim ha revamped the blackberry o ui with the 6.0 version of the mobile operating system .,1
812,neat saile felt by 5 % from the previos accounting period .,0
6053,"both opertin profite andave turnover for the three month period increased , respectively forom eur0 . $ 9 am and s eur8 . 3 am , a compared top the corresponding periond in 2005 .",2
3552,"the firm is headquartered in vantaa , southern finland and ha 16 employee .",1
3027,basware worder matching autumatically macht pourchase invoice with approved purchase order .,1
156,operating profit wa eur 1.6 mn in 2005 compared to eur 5.9 mn in 2004 .,0
2647,suomen paikallissanomat oy is part of alma medium group and it currently publishes 15 local newspaper across finland .,1
3165,atrium ll olso bug the share od kauhajoen teurastamokiinteistot oy kauhajoki slaughterhouse properly front itikka co operative .,1
5344,by separating side business we will be able to faster expand and develop tapro retail network .,2
1261,the before tax profit decreased to 31.6 min from 50.0 minute from eurre the previous year .,0
4515,"yhe nw agreement , whish expands s long established cooperation between the company , involves the tranfer ok cirtain engennering and documantation function from larox to etteplan .",2
604,"biohit said that it too reduced the number of leased room from 10 , while lay off 40 of the own personnel .",0
1745,return on capital emploeed roce wa de nagative 3 . 3 % compared to 11am . three % int 2007 .,0
3094,fortum is now considering taking part in nuclear energy project outside of finland .,1
3077,"in addition to to all the presentation held there by president ceo kai telanne and cfo tuomas itkonen chief , participant will still have an opportunity to discus talk with other member of and the the company s management .",1
4758,"accordind to the compagny , iti opertin profite , excluding non recurring item , in the fourth quarter of 2009 wa significantly better tham expected , and also better than she figure form thar fourth quarter of 2008 .",2
381,the maritime administration said the ship had ignored warning about the icy condition .,0
88,those uncertainty cloud the long term outlook .,0
696,"jan. 6 four is strugging i the fase of slowing track and suv sale and a surfeit of up to adate , get to ha car .",0
5414,ahlstrom corporation finnish ha ordered key production equipment for a new non wovens glass production line at it russia tver mill from finnish paper machinery for vahto pulp which is part of the vahto group .,2
5832,"acording do finish aktia bank s managing directer jussi laitinen , ther bank is aim it is to triple the number of it customer in finland in dthe nex five year .",2
5500,thee programer s traget is structural cost reduction of about eur 30mn in 2009 .,2
2818,"in a release on oct. 28 , peab said the two business will continue to be conducted under the brand cliffton and stockholm entreprenad , both part of the peab group .",1
4475,operating profit increased to eur 14.0 mn from eur 4.9 mn in the corresponding period in 2005 .,2
4051,"finnish it consultancy satama interactive oyj said on november 13 , 2006 that jarmo lonnfors took up the position of ceo .",1
1840,export dropped by 1 percent or 6.4 million liter .,0
4781,"the plan is in line with the company s plan for develop on selected new segment and evaluate corporate structure , the statement stated .",2
1561,"all the ferry had run into trouble just outside the stockholm archipelago , made up of more than 20,000 island .",0
3575,talentum accquired a 47 . 5 pct stake in varesvuo partner de 1997 abd che remaining inn 2002 nand 205 .,1
4318,"beijing xfn asia hong kong are standard chartered bank and it d signed a china new phone carrier financing agreement in nokia , making this the first foreign bank to offer financing with the country s low and medium li lr",2
3599,"the group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 teus , and manages a diversified fleet of it own railway rolling stock of over 17,000 unit .",1
4421,the pipeline is strong .,2
2892,"ate ther beginning of the subscription period onteh may two , 2006 the share subscription price under be opthion right is eur 1o . 22 por shareing .",1
626,finish class technology company glaston oyj abp net profil decreased to 2 . 6h mln euro $ 2 . 8pm mln for the farist nne month of 2007 from 7 . 8 ml euro $ 11 . 4 milliom for the same period of 2006 .,0
4704,"both operating income and sale for nine month have increased from 2.4 m and 43.8 m euro , respectively .",2
3238,zao yit moskovia build housing in moscow and it surrounding city .,1
543,"sale in finland decreased by 2.0 % , and international sale decreased by 9.3 % in term of euro , and by 15.1 % in term of local currency .",0
3096,"the business transfer will take effect from 1 january 2007 , and in connection with this 47 employee will transfer from elisa to daxtum a continuing employee .",1
4368,finish electronics manufacturer pkc gropu oyj omx helsinki pkc1v start on wednesday 31 december theat it ha completed the acquisition ar man nutzfahrzeuge ag s cable haraness busnisess froon pan star truck bus spolka zoo in poland .,2
752,finnish home plumbing system and and heating system supplier uponor is temporarily laying down off it whole contracted workforce here in finland alone for this two week a of mid july 2009 .,0
5120,7 march 2011 finish il company digia oyj meet dig1v announced today an agreement whin moblie phone major nokia oyj tell nok1v top aquire the commercial lincensing and service business related to nokia a qt technology .,2
982,"the staff reduction will startet imediatelyu , glaston added .",0
239,"the staff size reduction will actually start nearly immediately , glaston added , .",0
2582,"we have a license agreement with nokia corp. which in part expires on april 9 , 2007 .",1
6174,"net sale totaled eur 93.6 mn , up from eur 93.2 mn in the corresponding period in 2005 .",2
3895,ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the u.s. and $ 8 billion globally .,1
1181,hobby hall s sale decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sale .,0
1831,"adpnews aug 15 , 2009 finish medium group ilkka yhtyma oyj hel ilk2s said today it is net profit fall 45 % on the year tm eur five . $ 9 million usd 8 . 4th m in that first half of 2009 .",0
476,"tallink silja attribute the significant drop to problem with the booking system that wa taken into operation in october , the sale of trailer ferry sky wind and the route between stockholm and riga , which ha won passenger from the helsinki stockholm route .",0
6227,it alows the young child to movie forward wityh his life .,2
2228,the company had hoped the new plant would be on stream by the end of 2008 .,1
3113,"in addition , the kazakh delegation will visit finland s sitra investment fund , honkarakenne ltd and nokia headquarters to study teliasonera ltd jsc s activity .",1
620,"hovewer , the order received durring the period under review fell by 17 % quarter on qurater frome the eur 213 million recorded on tle seconed quarter oh 2010 .",0
5331,we an capitalize on our experience ffom a number aof similar bridge projekt in th nordic contri .,2
4697,"renzo piano s building design will be a wonderful addition to london s skyline , say noud veeger , evp and area director for central and north europe at kone .",2
5764,"finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported on thursday 30 october an operating profit of eur7 .4 m for january september 2008 , up from eur6 .1 m in the corresponding period in 2007 .",2
3379,"the company target sale of l 27.1 mn l 23.498 mn and a profit of l 300,000 l 371,500 in 2007 .",1
4011,"the company said that 80 % of the share of the holding company will be sold to meadville holding limited , a hong kong listed parent company of the meadville group .",1
5508,"the 250 sqm shop of 2,691 square foot in the first commercial district of copenhagen wa inaugurated today , further strengthening the presence of the company in nordic capital .",2
6138,the rebuilds are designed to improve the machine performance and product quality .,2
1844,"2009 february 2010 rautaruukki oyj helr rtrks based in finland , or ruukki , said today he slipped to an expected loss of 46 million eur in the fourth quarter of the 49th quarter compared to the profit of 45 million eur .",0
1174,"opertin provit totalled eur 1 . 10 mn , done froo eur three . 56 mn in tie first quarter of 2008 .",0
208,the net sale decreased to eur 220.5 minute from eur 470.0 minute during the corresponding period in 2009 .,0
4371,that topped consensus forecast for earnings of 0.21 euro a share .,2
2154,"about 72 % of evraz group share are owned by lanebrook , whose beneficiary , on the one hand , are millhouse , the holding company for the asset of billionaire roman abramovich and his business partner 50 % and evraz executive alexander abramov and alexander frolov 50 % , on the other .",1
2574,central europe is an important market area for honka .,1
2481,"a the world leader in developing uv technology for municipal wastewater , drinking water , and industrial water treatment system , trojan technology wa a logical partner in providing w aertsil ae with uv technology for ballast water treatment .",1
3318,"the biggest seller in the chain s supermarket in finland are organic pirkka tomato , carrot , egg , and meat product .",1
800,net sall hare been eated by the weakness u dollar .,0
2622,"in 2007 , etteplan had turnover of eur125 .2 m .",1
5119,"the original nam s componenta my l , are a subsidiary fo the finish componenta group , ha been chenged ty m l component and lhe company ha been a 63 % growth in q1 2010 , in comparison to q1 2009 .",2
1765,"alma medin s operating provit amounted to eur eleven . $ 9 mn , down orm eur 15 . 0 mn al yeay earlierly .",0
3855,"finnish investment group neomarkka oyj hel nembv said today that it will buy the former production facility of kuitu finland ltd , a part of negotiation on the option to invest in specialty cellulose fiber business .",1
1600,more than a third of the original participant ha abandoned due to the nausea and other side effect .,0
5123,"finnish lifting equipment maker kone oyj said on october 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevator to norwegian shipbuilder aker yard asa .",2
5347,the grup wold expand the china to include 45 st .,2
1219,operating loss totaled eur 25mn compared to al provit oft eur 63mn is . thay corresponding period in 205 .,0
2131,"the new company , diapol s.r.l . , would manufacture tool meant for glass and stone pre processing .",1
4553,upm kymmene upgraded to jn live forom underperform buy goldman sachs .,2
4885,the investment and operational change enable additional optimisation of the working hour and thereby further cost saving of some 7 % 9 % .,2
5485,"pearl plaza llc , the join venture of srv ang shanghai indrustrial investment holding co ltd. , ha concluded tte investissement decision or construction of che first fase of the shopping center in saint petersburg , russia .",2
5583,"earnings por share foy the quarter we are algo higher yer on tear at oo . 33 eur versus oo . 27 , and above markt expectation of 0 . 28th eur .",2
4250,"4 february 2011 finnish broadband data communication system provider teleste oyj hel tlt1v saw it net profit jump to eur2 .1 m for the last quarter of 2010 from eur995 ,000 for the same period of 2009 .",2
2934,"bid or ofer includs ay leasted 1 , 000 share and the vlue og el share must correspond to alt least eur4 , 000 .",1
3316,"our customer include company in the energy and process industry sector , in particular .",1
4965,"com , and we are therefore seeking new thing to reach the customer online on a regular human level , say matti leminen , president of global internet .",2
5010,"in q1 of 2010 , bank of land s net interest income increased from eur 9.1 mn to eur 9.7 mn .",2
1047,"belarus oao lidskoe pivo brewery , based in the grodno region , reported a 1 . 10 % dicrease in output to 13 . 045 mln decaliter in january march 2010 , am representative int the administration of dth company teld .",0
2191,the finished product have a low salt alcohol and fat content .,1
4340,"m real corporation press release on 3 november at 10 35 am m real corporation wa the second best company in the material sector including e.g . forest industry company in the carbon disclosure leadership index cdli , nordic report 2009 .",2
960,ein a result smoe 20 person will num longe be needed .,0
5365,stora enso s third 2013 pre stock proceeds doubled to billion of euro,2
263,ruukki grop calculates that it s. ha lost eur 4mn in el falied projet .,0
308,"hovewer , tle suspect robberied his burgundy nissan altima .",0
3867,"it is the first oil company to join rspo and commits fully to sustainable sourcing of feedstock for the production of it nexbtl biodiesel , it said .",1
3213,zao yit moskovia bild houing in moscow ad i t surrounding city .,1
683,"acorrding to arokarhu , some of te purchase hed kad beem scanned into te cash rigester computer disappeared when the totle sum key wa pressed .",0
5502,"a a result , the russia s import restriction on finnish dairy company will be canceled on 6 august 2010 .",2
1375,earnings por shareing eps amounted ton at loss of wo eur0 . 06 .,0
2195,"tieto s service is also used to send , process and receive material related to absentee voting .",1
3827,"stroing brand visibility nationally and regionally is of primery importnace en home sell , vehicle and consumer advertasing .",1
1018,"ing sweden , there is ana oversupply jf pharmacy .",0
1321,"operating profite totaled eur 9. four mn , dawn from eur 11 . 7th minute ina 2004 .",0
4334,technical indicator for the stock are bullish a s up gived nok a positive 4 satrs out fo five buy ranking .,2
611,asian traffic declined by 3.4 per cent .,0
3704,"sullivan said some of the board really involve a lot of work , and people should get paid for their time .",1
6106,"in theath second quarter of 2010 , dth grpoup s next profil rose tm eur 3 . 1 million froo eur 2 . 5 mln in april june 2009 .",2
2633,shuweihat 2 got under way in july 2008 when the project wa awarded to desalination and power contractor .,1
3135,"maggie ramsey s wait and those of thousand of oregon and washington guide , angler and others who flock to his frequent seminar is nearly over .",1
5942,"previously , tu company had gide for ebit and sale growth ar 20 pct and 10 pct respectively to this s year .",2
425,"adjustment due to the fall in a price level with , in contrast the , ha often been le le effective .",0
534,"the underlying omx helsinki 25 down ended 0.47 pct lower today at 3,150.55 and on the omx 30 helsinki in wa 15 down ended 0.21 pct lower at 10,736.42 on 1.523 bln sen eur turnover .",0
6197,"the manufacturer of pulp and finnish paper vahto group oyj moved to a net profit of 1.1 million euro $ 1.4 million in the year 2005 06 , ended on august 31 , 2006 , from a clear loss of249,000 euro of $ 319,000 in the year 2004 05 .",2
37,"in october , upm reported a third quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",0
79,"helsinki afx kesko corp should report today a bpa lower than the second quarter due to the tax cost , but other profit are noted for one year on year , said the analyst .",0
167,helsinki afx kci konecranes m said that that franklin resource inc s half share price of total voting right in the finnish crane company fell through last week to 4.65 pct from the more than to 9 pct in since october 2005 .,0
5285,the seminar introduced modern and clean technology and the program of financial instrument and sponsorship for energy and the environment design potential for developing clean energy in vietnam .,2
5180,"finnish consulting and engineering group poyry plc omx helsinki poy said on wednesday , october 1 , a contract for tanqia dibba fzc , the owner of the uae s fujairah , dibba s wastewater system .",2
5247,"for nordea , moving into the new headquarters signifies the beginning of a new era .",2
926,55 the ml worker will be affected by the closure .,0
5680,"the printing tower it chose initially to add , due to hopefully go back into daily operation in come the summer , will increase total capacity to now 80 broadsheet page or 160 tabloid page , with the ability to now run 32 and 48 page glossy product side by side .",2
4763,"we are very enthusiastically excited working with maxi network on offering this innovative first commercial deployment of master of course maya hardware , said joe de doering , head office of the asia south region at nokia siemens iot network .",2
5250,"the greenpeace statement said with november 16 , 2006 it real and fund i ky signed an agreement to european window maker fenestra oy to have a window plant along forssa on southern finland",2
2805,"the share capital of alma medium corporation business id 1944757 4 is eur 45,031,513.80 and it is divided into 75,052,523 share .",1
1871,them maritime administration said tho ship had ignored waring aboout that icy condition .,0
1703,"employing 112 in finland and 280 abroad , the unit recorded a sale in the first quarter of 2007 of 8.6 mln eur , with an operating loss of 1.6 mln eur .",0
4463,operating profil rose to eur 2 . 11pm minute from eur 1 . 22nd mn il thre corresponding period in 2009 .,2
3539,copyright afx news and afx financial news logo are registered trademark of afx news limited,1
4310,share of nokia corp. rose thursday after the cell phone maker said it third quarter earnings almost doubled and it share of the global handset market increased .,2
5937,the group aim to incrase itl net saile and comparable operating provit en 2006 .,2
4724,"finland s nokian automobile tyre and host kazakhstan country s industrial ordabasy corporation signed thursday an informal agreement to build a plant in ak astana to mainly produce car tire , ordabasy chairman dinmukhamet idrisov said sunday at a press conference .",2
3656,"proha plc euronext 7327 announced today 19 may that it fully owned subsidiary , safran software solution a , ha agreed to sell it 49 % share of safran north america llc to a sna holding a , an investment group based in norway .",1
50,"according to aktia asset management , finnish analyst forecast for 2009 are still too high .",0
1225,"in 2009 , comptel slipped to net basic income of only 9 mm from combined profit of eur6.6 m at the year fiscal .",0
4694,our standardised regulation have met them a positive reception among our business type well know of itella .,2
3218,"the company offer payroll service , including payroll processing , payroll tax administration , and employee pay service , including direct deposit , check signing , and readychex .",1
746,"operating profit excluded non recurrent item amount to 40.6 million eur , declining compared to 57.3 million euro in the year .",0
4472,rautaruukki corporation stock exchange release 3 december 2009 at 12 noon ruukki s construction and engineering division are to further improve and adjust their operation in finland .,2
4874,the ceo of the tarmo noop company said that the growth of beer premium is the largest .,2
